################################################################
# abuse.ch URLhaus Database Dump (CSV - recent URLs only)      #
# Last updated: 2026-08-18 18:46:07 (UTC)                      #
#                                                              #
# Terms Of Use: https://urlhaus.abuse.ch/api/                  #
# For questions please contact urlhaus [at] abuse.ch           #
################################################################
#
# id,dateadded,url,url_status,last_online,threat,tags,urlhaus_link,reporter
"3905432","2026-08-18 16:05:18","http://176.65.139.212/eclipse.mipsel","online","2026-08-18 16:05:18","malware_download","176-65-139-212,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905432/","BlinkzSec"
"3905433","2026-08-18 16:05:18","http://176.65.139.212/eclipse.armv5l","online","2026-08-18 16:05:18","malware_download","176-65-139-212,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905433/","BlinkzSec"
"3905434","2026-08-18 16:05:18","http://176.65.139.212/eclipse.armv7l","online","2026-08-18 16:05:18","malware_download","176-65-139-212,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905434/","BlinkzSec"
"3905431","2026-08-18 16:04:20","http://176.65.139.212/eclipse.mips","online","2026-08-18 16:04:20","malware_download","176-65-139-212,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905431/","BlinkzSec"
"3905427","2026-08-18 16:04:12","http://176.65.139.212/eclipse.i686","online","2026-08-18 16:04:12","malware_download","176-65-139-212,elf,ua-wget","https://urlhaus.abuse.ch/url/3905427/","BlinkzSec"
"3905428","2026-08-18 16:04:12","http://176.65.139.212/eclipse.armv4l","online","2026-08-18 16:04:12","malware_download","176-65-139-212,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905428/","BlinkzSec"
"3905429","2026-08-18 16:04:12","http://176.65.139.212/eclipse.powerpc","online","2026-08-18 16:04:12","malware_download","176-65-139-212,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905429/","BlinkzSec"
"3905430","2026-08-18 16:04:12","http://176.65.139.212/eclipse.x86_64","online","2026-08-18 16:04:12","malware_download","176-65-139-212,elf,ua-wget","https://urlhaus.abuse.ch/url/3905430/","BlinkzSec"
"3905426","2026-08-18 16:04:10","http://176.65.139.212/eclipse.sh","offline","","malware_download","176-65-139-212,sh,ua-wget","https://urlhaus.abuse.ch/url/3905426/","BlinkzSec"
"3905415","2026-08-18 15:59:22","http://176.65.139.209/bins/x86","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905415/","BlinkzSec"
"3905416","2026-08-18 15:59:22","http://176.65.139.209/bins/arm5","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905416/","BlinkzSec"
"3905417","2026-08-18 15:59:22","http://176.65.139.209/bins/arm","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905417/","BlinkzSec"
"3905418","2026-08-18 15:59:22","http://176.65.139.209/bins/arm6","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905418/","BlinkzSec"
"3905419","2026-08-18 15:59:22","http://176.65.139.209/bins/ppc","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905419/","BlinkzSec"
"3905420","2026-08-18 15:59:22","http://176.65.139.209/bins/mips","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905420/","BlinkzSec"
"3905421","2026-08-18 15:59:22","http://176.65.139.209/bins/m68k","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905421/","BlinkzSec"
"3905422","2026-08-18 15:59:22","http://176.65.139.209/bins/mipsel","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905422/","BlinkzSec"
"3905423","2026-08-18 15:59:22","http://176.65.139.209/bins/sh4","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905423/","BlinkzSec"
"3905424","2026-08-18 15:59:22","http://176.65.139.209/bins/spc","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905424/","BlinkzSec"
"3905425","2026-08-18 15:59:22","http://176.65.139.209/bins/arm7","online","2026-08-18 15:59:22","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905425/","BlinkzSec"
"3905414","2026-08-18 15:59:16","http://176.65.139.209/w.sh","online","2026-08-18 15:59:16","malware_download","176-65-139-209,mirai,sh,ua-wget","https://urlhaus.abuse.ch/url/3905414/","BlinkzSec"
"3905413","2026-08-18 15:58:13","http://176.65.139.209/bins/x86_64","online","2026-08-18 15:58:13","malware_download","176-65-139-209,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905413/","BlinkzSec"
"3905412","2026-08-18 15:58:07","http://198.23.144.125/wed/crypted.ps1","offline","","malware_download","None","https://urlhaus.abuse.ch/url/3905412/","abuse_ch"
"3905411","2026-08-18 15:58:05","http://198.23.144.125/40/verygoodpersonwithbestenergycandlekingsformebest.vbe","offline","","malware_download","None","https://urlhaus.abuse.ch/url/3905411/","abuse_ch"
"3905410","2026-08-18 15:47:08","http://42.54.159.124:42338/i","online","2026-08-18 15:47:08","malware_download","None","https://urlhaus.abuse.ch/url/3905410/","GAYINT_DOT_ORG"
"3905409","2026-08-18 15:36:19","http://37.49.230.40/3.sh","offline","","malware_download","37-49-230-40,sh,ua-wget","https://urlhaus.abuse.ch/url/3905409/","BlinkzSec"
"3905407","2026-08-18 15:36:16","http://37.49.230.40/2.sh","offline","","malware_download","37-49-230-40,sh,ua-wget","https://urlhaus.abuse.ch/url/3905407/","BlinkzSec"
"3905408","2026-08-18 15:36:16","http://37.49.230.40/1.sh","offline","","malware_download","37-49-230-40,sh,ua-wget","https://urlhaus.abuse.ch/url/3905408/","BlinkzSec"
"3905406","2026-08-18 15:32:07","http://115.57.233.250:43213/i","online","2026-08-18 15:32:07","malware_download","None","https://urlhaus.abuse.ch/url/3905406/","GAYINT_DOT_ORG"
"3905405","2026-08-18 15:27:07","http://115.57.233.250:43213/bin.sh","online","2026-08-18 15:27:07","malware_download","None","https://urlhaus.abuse.ch/url/3905405/","GAYINT_DOT_ORG"
"3905404","2026-08-18 15:25:23","http://123.14.253.90:48325/i","online","2026-08-18 15:25:23","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905404/","geenensp"
"3905403","2026-08-18 15:24:17","http://42.6.252.211:41723/i","online","2026-08-18 15:24:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905403/","geenensp"
"3905402","2026-08-18 15:20:26","http://115.48.163.180:38931/i","online","2026-08-18 15:20:26","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905402/","geenensp"
"3905401","2026-08-18 15:16:07","http://42.54.159.124:42338/bin.sh","online","2026-08-18 15:16:07","malware_download","None","https://urlhaus.abuse.ch/url/3905401/","GAYINT_DOT_ORG"
"3905400","2026-08-18 15:15:24","http://167.86.99.169/cat.sh","online","2026-08-18 15:15:24","malware_download","167-86-99-169,sh,ua-wget","https://urlhaus.abuse.ch/url/3905400/","BlinkzSec"
"3905399","2026-08-18 15:14:14","http://167.86.99.169/telnet.sh","online","2026-08-18 15:14:14","malware_download","167-86-99-169,sh,ua-wget","https://urlhaus.abuse.ch/url/3905399/","BlinkzSec"
"3905398","2026-08-18 15:14:13","http://167.86.99.169/iran.arc","online","2026-08-18 15:14:13","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905398/","BlinkzSec"
"3905390","2026-08-18 15:13:25","http://167.86.99.169/iran.i486","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905390/","BlinkzSec"
"3905391","2026-08-18 15:13:25","http://167.86.99.169/iran.armv5l","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905391/","BlinkzSec"
"3905392","2026-08-18 15:13:25","http://167.86.99.169/iran.armv4l","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905392/","BlinkzSec"
"3905393","2026-08-18 15:13:25","http://167.86.99.169/iran.armv6l","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905393/","BlinkzSec"
"3905394","2026-08-18 15:13:25","http://167.86.99.169/iran.sh4","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905394/","BlinkzSec"
"3905395","2026-08-18 15:13:25","http://167.86.99.169/iran.armv7l","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905395/","BlinkzSec"
"3905396","2026-08-18 15:13:25","http://167.86.99.169/iran.mipsel","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905396/","BlinkzSec"
"3905397","2026-08-18 15:13:25","http://167.86.99.169/iran.mipsrouter","online","2026-08-18 15:13:25","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905397/","BlinkzSec"
"3905389","2026-08-18 15:13:20","http://167.86.99.169/iran.sparc","online","2026-08-18 15:13:20","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905389/","BlinkzSec"
"3905388","2026-08-18 15:13:19","http://167.86.99.169/iran.powerpc","online","2026-08-18 15:13:19","malware_download","167-86-99-169,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905388/","BlinkzSec"
"3905387","2026-08-18 15:12:24","http://42.234.154.157:40086/i","online","2026-08-18 15:12:24","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905387/","geenensp"
"3905386","2026-08-18 15:09:43","http://91.92.242.236/files-129312398/files/file_5770984c4235c5b0.exe","online","2026-08-18 15:09:43","malware_download","c2-monitor-auto,dropped-by-amadey","https://urlhaus.abuse.ch/url/3905386/","c2hunter"
"3905385","2026-08-18 15:09:05","http://196.251.107.186/2.7.exe","online","2026-08-18 15:09:05","malware_download","None","https://urlhaus.abuse.ch/url/3905385/","adrian__luca"
"3905384","2026-08-18 15:04:20","http://42.6.252.211:41723/bin.sh","online","2026-08-18 15:04:20","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905384/","geenensp"
"3905383","2026-08-18 14:54:12","http://123.7.222.46:55307/i","online","2026-08-18 14:54:12","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905383/","geenensp"
"3905382","2026-08-18 14:47:21","http://115.48.163.180:38931/bin.sh","offline","","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905382/","geenensp"
"3905381","2026-08-18 14:43:24","http://94.154.43.227/d/xd.arm6","offline","2026-08-18 14:43:24","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905381/","BlinkzSec"
"3905378","2026-08-18 14:42:26","http://94.154.43.227/d/xd.spc","offline","2026-08-18 14:42:26","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905378/","BlinkzSec"
"3905379","2026-08-18 14:42:26","http://94.154.43.227/d/xd.mpsl","offline","2026-08-18 14:42:26","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905379/","BlinkzSec"
"3905380","2026-08-18 14:42:26","http://94.154.43.227/d/xd.arm","offline","2026-08-18 14:42:26","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905380/","BlinkzSec"
"3905374","2026-08-18 14:42:25","http://94.154.43.227/d/xd.mips","offline","2026-08-18 14:42:25","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905374/","BlinkzSec"
"3905375","2026-08-18 14:42:25","http://94.154.43.227/d/xd.arm5","offline","2026-08-18 14:42:25","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905375/","BlinkzSec"
"3905376","2026-08-18 14:42:25","http://94.154.43.227/d/xd.m68k","offline","2026-08-18 14:42:25","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905376/","BlinkzSec"
"3905377","2026-08-18 14:42:25","http://94.154.43.227/d/xd.x86","offline","2026-08-18 14:42:25","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905377/","BlinkzSec"
"3905371","2026-08-18 14:42:24","http://94.154.43.227/d/xd.arm7","offline","2026-08-18 14:42:24","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905371/","BlinkzSec"
"3905372","2026-08-18 14:42:24","http://94.154.43.227/d/xd.sh4","offline","2026-08-18 14:42:24","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905372/","BlinkzSec"
"3905373","2026-08-18 14:42:24","http://94.154.43.227/d/xd.ppc","offline","2026-08-18 14:42:24","malware_download","94-154-43-227,elf,mirai,ua-wget","https://urlhaus.abuse.ch/url/3905373/","BlinkzSec"
"3905370","2026-08-18 14:28:31","http://123.7.222.46:55307/bin.sh","online","2026-08-18 14:28:31","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905370/","geenensp"
"3905369","2026-08-18 14:28:26","http://123.14.253.90:48325/bin.sh","online","2026-08-18 14:28:26","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905369/","geenensp"
"3905366","2026-08-18 14:04:20","http://209.141.58.166/b2f628/cronb.sh","offline","","malware_download","honeypot","https://urlhaus.abuse.ch/url/3905366/","g3ph4z"
"3905367","2026-08-18 14:04:20","http://140.99.32.48/b2f628/cronb.sh","offline","","malware_download","honeypot","https://urlhaus.abuse.ch/url/3905367/","g3ph4z"
"3905368","2026-08-18 14:04:20","http://167.172.167.65:8080/s.ps1","offline","","malware_download","None","https://urlhaus.abuse.ch/url/3905368/","adrian__luca"
"3905365","2026-08-18 14:04:15","http://91.92.242.236/files-129312398/files/file_49f73ea936886e59.exe","online","2026-08-18 14:04:15","malware_download","c2-monitor-auto,dropped-by-amadey","https://urlhaus.abuse.ch/url/3905365/","c2hunter"
"3905364","2026-08-18 14:04:10","http://cryptomeshforge10.lol/crypt/21-32/kliulij.exe","online","2026-08-18 14:04:10","malware_download","c2-monitor-auto,dropped-by-amadey","https://urlhaus.abuse.ch/url/3905364/","c2hunter"
"3905362","2026-08-18 14:04:09","https://long-wildflower-b4f5.gustavosoftware.workers.dev/vKxen","online","2026-08-18 14:04:09","malware_download","None","https://urlhaus.abuse.ch/url/3905362/","adrian__luca"
"3905363","2026-08-18 14:04:09","http://196.251.107.186/clp4.exe","online","2026-08-18 14:04:09","malware_download","None","https://urlhaus.abuse.ch/url/3905363/","adrian__luca"
"3905360","2026-08-18 14:04:07","http://167.86.99.169/iran.mips","online","2026-08-18 14:04:07","malware_download","mirai,wraith","https://urlhaus.abuse.ch/url/3905360/","c2hunter"
"3905361","2026-08-18 14:04:07","http://217.217.97.115/topinmsi.png","online","2026-08-18 14:04:07","malware_download","None","https://urlhaus.abuse.ch/url/3905361/","adrian__luca"
"3905358","2026-08-18 14:04:06","http://167.86.99.169/iran.m68k","online","2026-08-18 14:04:06","malware_download","mirai,wraith","https://urlhaus.abuse.ch/url/3905358/","c2hunter"
"3905359","2026-08-18 14:04:06","http://167.86.99.169/iran.x86_64","online","2026-08-18 14:04:06","malware_download","mirai,wraith","https://urlhaus.abuse.ch/url/3905359/","c2hunter"
"3905357","2026-08-18 14:01:05","http://112.123.40.206:33747/i","offline","","malware_download","None","https://urlhaus.abuse.ch/url/3905357/","cesnet_certs"
"3905356","2026-08-18 13:59:34","http://113.239.216.250:41208/i","online","2026-08-18 13:59:34","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905356/","geenensp"
"3905355","2026-08-18 13:46:23","http://219.157.249.227:40515/i","online","2026-08-18 13:46:23","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905355/","geenensp"
"3905354","2026-08-18 13:13:16","http://138.204.196.254:46255/i","online","2026-08-18 15:23:00","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3905354/","geenensp"
"3905353","2026-08-18 13:02:19","http://113.239.216.250:41208/bin.sh","online","2026-08-18 15:22:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905353/","geenensp"
"3905352","2026-08-18 12:57:06","http://61.53.133.115:54046/i","online","2026-08-18 15:14:44","malware_download","Mozi","https://urlhaus.abuse.ch/url/3905352/","GAYINT_DOT_ORG"
"3905351","2026-08-18 12:46:22","http://138.204.196.254:46255/bin.sh","online","2026-08-18 13:57:27","malware_download","32-bit,arm,elf,mirai,Mozi","https://urlhaus.abuse.ch/url/3905351/","geenensp"
"3905350","2026-08-18 12:43:20","http://83.228.109.209:34880/i","online","2026-08-18 14:22:17","malware_download","32-bit,elf,mips,Mozi","https://urlhaus.abuse.ch/url/3905350/","geenensp"
"3905349","2026-08-18 12:42:13","http://31.77.227.102/d/mini.mpsl","online","2026-08-18 14:49:45","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905349/","botnetkiller"
"3905348","2026-08-18 12:41:41","http://31.77.227.102/d/xd.arm4","online","2026-08-18 14:21:13","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905348/","botnetkiller"
"3905347","2026-08-18 12:41:33","http://31.77.227.102/d/xd.arm64","online","2026-08-18 15:11:42","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905347/","botnetkiller"
"3905336","2026-08-18 12:41:30","http://31.77.227.102/d/xd.mips","online","2026-08-18 14:17:56","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905336/","botnetkiller"
"3905337","2026-08-18 12:41:30","http://31.77.227.102/d/xd.ppc","online","2026-08-18 13:52:00","malware_download","elf,mirai,opendir,PowerPC,ua-wget","https://urlhaus.abuse.ch/url/3905337/","botnetkiller"
"3905338","2026-08-18 12:41:30","http://31.77.227.102/mpsl","online","2026-08-18 13:46:05","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905338/","botnetkiller"
"3905339","2026-08-18 12:41:30","http://31.77.227.102/d/xd.ppc440fp","online","2026-08-18 14:33:29","malware_download","elf,mirai,opendir,PowerPC,ua-wget","https://urlhaus.abuse.ch/url/3905339/","botnetkiller"
"3905340","2026-08-18 12:41:30","http://31.77.227.102/d/xd.mipsel","online","2026-08-18 13:54:36","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905340/","botnetkiller"
"3905341","2026-08-18 12:41:30","http://31.77.227.102/mips","online","2026-08-18 14:17:20","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905341/","botnetkiller"
"3905342","2026-08-18 12:41:30","http://31.77.227.102/arm64","online","2026-08-18 14:01:50","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905342/","botnetkiller"
"3905343","2026-08-18 12:41:30","http://31.77.227.102/d/xd.mips64","online","2026-08-18 14:17:15","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905343/","botnetkiller"
"3905344","2026-08-18 12:41:30","http://31.77.227.102/d/xd.mpsl","online","2026-08-18 14:16:46","malware_download","elf,mips,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905344/","botnetkiller"
"3905345","2026-08-18 12:41:30","http://31.77.227.102/d/xd.powerpc","online","2026-08-18 14:18:49","malware_download","elf,mirai,opendir,PowerPC,ua-wget","https://urlhaus.abuse.ch/url/3905345/","botnetkiller"
"3905346","2026-08-18 12:41:30","http://31.77.227.102/d/xd.aarch64","online","2026-08-18 14:05:28","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905346/","botnetkiller"
"3905311","2026-08-18 12:41:29","http://31.77.227.102/arm","offline","2026-08-18 12:41:29","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905311/","botnetkiller"
"3905312","2026-08-18 12:41:29","http://31.77.227.102/d/xd.arm4n","online","2026-08-18 15:12:41","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905312/","botnetkiller"
"3905313","2026-08-18 12:41:29","http://31.77.227.102/d/xd.armv7l","online","2026-08-18 14:56:29","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905313/","botnetkiller"
"3905314","2026-08-18 12:41:29","http://31.77.227.102/d/xd.armv6l","online","2026-08-18 14:43:41","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905314/","botnetkiller"
"3905315","2026-08-18 12:41:29","http://31.77.227.102/d/mini.arm5","online","2026-08-18 15:15:20","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905315/","botnetkiller"
"3905316","2026-08-18 12:41:29","http://31.77.227.102/arm5","online","2026-08-18 14:59:20","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905316/","botnetkiller"
"3905317","2026-08-18 12:41:29","http://31.77.227.102/d/xd.arm7","online","2026-08-18 14:09:10","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905317/","botnetkiller"
"3905318","2026-08-18 12:41:29","http://31.77.227.102/d/mini.arm6","online","2026-08-18 14:58:50","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905318/","botnetkiller"
"3905319","2026-08-18 12:41:29","http://31.77.227.102/d/xd.arm6","online","2026-08-18 13:52:08","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905319/","botnetkiller"
"3905320","2026-08-18 12:41:29","http://31.77.227.102/d/xd.armv7","online","2026-08-18 14:15:42","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905320/","botnetkiller"
"3905321","2026-08-18 12:41:29","http://31.77.227.102/arm6","online","2026-08-18 15:22:08","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905321/","botnetkiller"
"3905322","2026-08-18 12:41:29","http://31.77.227.102/d/xd.arm5","online","2026-08-18 14:04:49","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905322/","botnetkiller"
"3905323","2026-08-18 12:41:29","http://31.77.227.102/d/xd.x86","offline","2026-08-18 12:41:29","malware_download","elf,mirai,opendir,ua-wget,x86","https://urlhaus.abuse.ch/url/3905323/","botnetkiller"
"3905324","2026-08-18 12:41:29","http://31.77.227.102/d/mini.arm64","online","2026-08-18 14:40:07","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905324/","botnetkiller"
"3905325","2026-08-18 12:41:29","http://31.77.227.102/d/xd.arm6n","online","2026-08-18 15:06:34","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905325/","botnetkiller"
"3905326","2026-08-18 12:41:29","http://31.77.227.102/d/mini.x86","online","2026-08-18 13:52:59","malware_download","elf,mirai,opendir,ua-wget,x86","https://urlhaus.abuse.ch/url/3905326/","botnetkiller"
"3905327","2026-08-18 12:41:29","http://31.77.227.102/d/xd.arm7n","online","2026-08-18 14:58:26","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905327/","botnetkiller"
"3905328","2026-08-18 12:41:29","http://31.77.227.102/d/xd.armv4l","online","2026-08-18 14:54:39","malware_download","arm,elf,mirai,opendir,ua-wget","https://urlhaus.abuse.ch/url/3905328/","botnetkiller"
